"JD","YY","MM","DD","moc","Quarter","qyyyy"
6523.5,2022,2,9,11.949307,2,"2022-2"
6524,2022,2,10,12.141108,2,"2022-2"
6524.5,2022,2,10,12.399015,2,"2022-2"
6525,2022,2,11,12.723062,2,"2022-2"
6525.5,2022,2,11,13.109487,2,"2022-2"
6526,2022,2,12,13.551351,2,"2022-2"
6526.5,2022,2,12,14.039324,2,"2022-2"
6527,2022,2,13,14.56253,2,"2022-2"
6527.5,2022,2,13,15.109383,2,"2022-2"
6528,2022,2,14,15.66835,2,"2022-2"
6528.5,2022,2,14,16.228595,2,"2022-2"
6529,2022,2,15,16.780489,2,"2022-2"
6529.5,2022,2,15,17.315956,2,"2022-2"
6530,2022,2,16,17.828661,2,"2022-2"
6530.5,2022,2,16,18.314018,2,"2022-2"
6531,2022,2,17,18.769029,2,"2022-2"
6531.5,2022,2,17,19.191938,2,"2022-2"
6532,2022,2,18,19.581731,2,"2022-2"
6532.5,2022,2,18,19.937507,2,"2022-2"
6533,2022,2,19,20.257787,2,"2022-2"
6533.5,2022,2,19,20.539845,2,"2022-2"
6534,2022,2,20,20.779176,2,"2022-2"
6534.5,2022,2,20,20.969201,2,"2022-2"
6535,2022,2,21,21.101327,2,"2022-2"
6535.5,2022,2,21,21.165421,2,"2022-2"
6536,2022,2,22,21.150729,2,"2022-2"
6536.5,2022,2,22,21.04719,2,"2022-2"
6537,2022,2,23,20.847032,2,"2022-2"
6537.5,2022,2,23,20.546484,2,"2022-2"
6538,2022,2,24,20.147361,2,"2022-2"
6538.5,2022,2,24,19.658297,2,"2022-2"
6539,2022,2,25,19.095385,2,"2022-2"
6539.5,2022,2,25,18.482065,2,"2022-2"
6540,2022,2,26,17.848153,2,"2022-2"
6540.5,2022,2,26,17.228033,2,"2022-2"
6541,2022,2,27,16.65813,2,"2022-2"
6541.5,2022,2,27,16.173905,2,"2022-2"
6542,2022,2,28,15.806658,2,"2022-2"
6542.5,2022,2,28,15.580507,2,"2022-2"
6543,2022,3,1,15.509876,2,"2022-2"
6543.5,2022,3,1,15.597811,2,"2022-2"
6544,2022,3,2,15.835315,2,"2022-2"
6544.5,2022,3,2,16.201841,2,"2022-2"
6545,2022,3,3,16.666886,2,"2022-2"
6545.5,2022,3,3,17.192557,2,"2022-2"
6546,2022,3,4,17.736845,2,"2022-2"
6546.5,2022,3,4,18.257273,2,"2022-2"
6547,2022,3,5,18.714541,2,"2022-2"
6547.5,2022,3,5,19.075813,2,"2022-2"
6548,2022,3,6,19.31731,2,"2022-2"
6548.5,2022,3,6,19.425984,2,"2022-2"
6549,2022,3,7,19.400137,2,"2022-2"
6549.5,2022,3,7,19.248969,2,"2022-2"
6550,2022,3,8,18.991168,2,"2022-2"
6550.5,2022,3,8,18.652715,2,"2022-2"
6551,2022,3,9,18.264201,2,"2022-2"
6551.5,2022,3,9,17.857926,2,"2022-2"
6552,2022,3,10,17.465084,2,"2022-2"
6552.5,2022,3,10,17.113296,2,"2022-2"
6553,2022,3,11,16.824671,2,"2022-2"
6553.5,2022,3,11,16.614536,2,"2022-2"
6554,2022,3,12,16.490851,2,"2022-2"
6554.5,2022,3,12,16.454307,2,"2022-2"
6555,2022,3,13,16.498992,2,"2022-2"
6555.5,2022,3,13,16.613506,2,"2022-2"
6556,2022,3,14,16.782357,2,"2022-2"
6556.5,2022,3,14,16.98749,2,"2022-2"
6557,2022,3,15,17.20978,2,"2022-2"
6557.5,2022,3,15,17.430393,2,"2022-2"
6558,2022,3,16,17.631905,2,"2022-2"
6558.5,2022,3,16,17.799156,2,"2022-2"
6559,2022,3,17,17.919819,2,"2022-2"
6559.5,2022,3,17,17.984708,2,"2022-2"
6560,2022,3,18,17.987886,2,"2022-2"
6560.5,2022,3,18,17.926617,2,"2022-2"
6561,2022,3,19,17.801226,2,"2022-2"
6561.5,2022,3,19,17.614909,2,"2022-2"
6562,2022,3,20,17.373532,2,"2022-2"
6562.5,2022,3,20,17.085409,2,"2022-2"
6563,2022,3,21,16.761067,2,"2022-2"
6563.5,2022,3,21,16.412958,2,"2022-2"
6564,2022,3,22,16.055081,2,"2022-2"
6564.5,2022,3,22,15.702492,2,"2022-2"
6565,2022,3,23,15.370652,2,"2022-2"
6565.5,2022,3,23,15.074619,2,"2022-2"
6566,2022,3,24,14.828101,2,"2022-2"
6566.5,2022,3,24,14.642406,2,"2022-2"
6567,2022,3,25,14.525389,2,"2022-2"
6567.5,2022,3,25,14.480496,2,"2022-2"
6568,2022,3,26,14.506039,2,"2022-2"
6568.5,2022,3,26,14.594848,2,"2022-2"
6569,2022,3,27,14.734388,2,"2022-2"
6569.5,2022,3,27,14.907437,2,"2022-2"
6570,2022,3,28,15.093308,2,"2022-2"
6570.5,2022,3,28,15.269558,2,"2022-2"
6571,2022,3,29,15.414033,2,"2022-2"
6571.5,2022,3,29,15.507029,2,"2022-2"
6572,2022,3,30,15.533319,2,"2022-2"
6572.5,2022,3,30,15.483797,2,"2022-2"
6573,2022,3,31,15.356504,2,"2022-2"
6573.5,2022,3,31,15.156889,2,"2022-2"
6574,2022,4,1,14.897242,3,"2022-3"
6574.5,2022,4,1,14.595355,3,"2022-3"
6575,2022,4,2,14.272553,3,"2022-3"
6575.5,2022,4,2,13.951346,3,"2022-3"
6576,2022,4,3,13.652992,3,"2022-3"
6576.5,2022,4,3,13.395277,3,"2022-3"
6577,2022,4,4,13.190778,3,"2022-3"
6577.5,2022,4,4,13.045827,3,"2022-3"
6578,2022,4,5,12.960266,3,"2022-3"
6578.5,2022,4,5,12.927985,3,"2022-3"
6579,2022,4,6,12.938149,3,"2022-3"
6579.5,2022,4,6,12.976891,3,"2022-3"
6580,2022,4,7,13.029265,3,"2022-3"
6580.5,2022,4,7,13.081172,3,"2022-3"
6581,2022,4,8,13.121046,3,"2022-3"
6581.5,2022,4,8,13.141118,3,"2022-3"
6582,2022,4,9,13.138145,3,"2022-3"
6582.5,2022,4,9,13.113562,3,"2022-3"
6583,2022,4,10,13.073098,3,"2022-3"
6583.5,2022,4,10,13.025945,3,"2022-3"
6584,2022,4,11,12.983594,3,"2022-3"
6584.5,2022,4,11,12.958499,3,"2022-3"
6585,2022,4,12,12.962695,3,"2022-3"
6585.5,2022,4,12,13.006502,3,"2022-3"
6586,2022,4,13,13.097411,3,"2022-3"
6586.5,2022,4,13,13.239224,3,"2022-3"
6587,2022,4,14,13.43149,3,"2022-3"
6587.5,2022,4,14,13.669256,3,"2022-3"
6588,2022,4,15,13.943132,3,"2022-3"
6588.5,2022,4,15,14.23966,3,"2022-3"
6589,2022,4,16,14.541953,3,"2022-3"
6589.5,2022,4,16,14.830582,3,"2022-3"
6590,2022,4,17,15.084648,3,"2022-3"
6590.5,2022,4,17,15.283009,3,"2022-3"
6591,2022,4,18,15.40558,3,"2022-3"
6591.5,2022,4,18,15.434651,3,"2022-3"
6592,2022,4,19,15.356148,3,"2022-3"
6592.5,2022,4,19,15.160749,3,"2022-3"
6593,2022,4,20,14.844814,3,"2022-3"
6593.5,2022,4,20,14.41103,3,"2022-3"
6594,2022,4,21,13.868754,3,"2022-3"
6594.5,2022,4,21,13.233984,3,"2022-3"
6595,2022,4,22,12.528962,3,"2022-3"
6595.5,2022,4,22,11.781385,3,"2022-3"
6596,2022,4,23,11.023248,3,"2022-3"
6596.5,2022,4,23,10.289353,3,"2022-3"
6597,2022,4,24,9.6155495,3,"2022-3"
6597.5,2022,4,24,9.0367925,3,"2022-3"
6598,2022,4,25,8.5851353,3,"2022-3"
6598.5,2022,4,25,8.287787,3,"2022-3"
6599,2022,4,26,8.1653811,3,"2022-3"
6599.5,2022,4,26,8.2305935,3,"2022-3"
6600,2022,4,27,8.4872323,3,"2022-3"
6600.5,2022,4,27,8.9298838,3,"2022-3"
6601,2022,4,28,9.5441554,3,"2022-3"
6601.5,2022,4,28,10.307499,3,"2022-3"
6602,2022,4,29,11.190541,3,"2022-3"
6602.5,2022,4,29,12.158811,3,"2022-3"
6603,2022,4,30,13.174692,3,"2022-3"
6603.5,2022,4,30,14.199451,3,"2022-3"
6604,2022,5,1,15.195143,3,"2022-3"
6604.5,2022,5,1,16.126279,3,"2022-3"
6605,2022,5,2,16.961116,3,"2022-3"
6605.5,2022,5,2,17.672539,3,"2022-3"
6606,2022,5,3,18.238524,3,"2022-3"
6606.5,2022,5,3,18.642258,3,"2022-3"
6607,2022,5,4,18.871996,3,"2022-3"
6607.5,2022,5,4,18.92081,3,"2022-3"
6608,2022,5,5,18.786332,3,"2022-3"
6608.5,2022,5,5,18.47061,3,"2022-3"
6609,2022,5,6,17.980135,3,"2022-3"
6609.5,2022,5,6,17.326036,3,"2022-3"
6610,2022,5,7,16.524392,3,"2022-3"
6610.5,2022,5,7,15.59654,3,"2022-3"
6611,2022,5,8,14.569249,3,"2022-3"
6611.5,2022,5,8,13.474588,3,"2022-3"
6612,2022,5,9,12.349361,3,"2022-3"
6612.5,2022,5,9,11.234019,3,"2022-3"
6613,2022,5,10,10.17104,3,"2022-3"
6613.5,2022,5,10,9.2028246,3,"2022-3"
6614,2022,5,11,8.3692621,3,"2022-3"
6614.5,2022,5,11,7.705169,3,"2022-3"
6615,2022,5,12,7.2378433,3,"2022-3"
6615.5,2022,5,12,6.984989,3,"2022-3"
6616,2022,5,13,6.9532364,3,"2022-3"
6616.5,2022,5,13,7.1374298,3,"2022-3"
6617,2022,5,14,7.5207776,3,"2022-3"
6617.5,2022,5,14,8.0758762,3,"2022-3"
6618,2022,5,15,8.7665285,3,"2022-3"
6618.5,2022,5,15,9.5502092,3,"2022-3"
6619,2022,5,16,10.380969,3,"2022-3"
6619.5,2022,5,16,11.212541,3,"2022-3"
6620,2022,5,17,12.001396,3,"2022-3"
6620.5,2022,5,17,12.709523,3,"2022-3"
6621,2022,5,18,13.306726,3,"2022-3"
6621.5,2022,5,18,13.77228,3,"2022-3"
6622,2022,5,19,14.095863,3,"2022-3"
6622.5,2022,5,19,14.2777,3,"2022-3"
6623,2022,5,20,14.327953,3,"2022-3"
6623.5,2022,5,20,14.265422,3,"2022-3"
6624,2022,5,21,14.11567,3,"2022-3"
6624.5,2022,5,21,13.908739,3,"2022-3"
6625,2022,5,22,13.676628,3,"2022-3"
6625.5,2022,5,22,13.450739,3,"2022-3"
6626,2022,5,23,13.259477,3,"2022-3"
6626.5,2022,5,23,13.126189,3,"2022-3"
6627,2022,5,24,13.067584,3,"2022-3"
6627.5,2022,5,24,13.092728,3,"2022-3"
6628,2022,5,25,13.202668,3,"2022-3"
6628.5,2022,5,25,13.39069,3,"2022-3"
6629,2022,5,26,13.643146,3,"2022-3"
6629.5,2022,5,26,13.94078,3,"2022-3"
6630,2022,5,27,14.26042,3,"2022-3"
6630.5,2022,5,27,14.576906,3,"2022-3"
6631,2022,5,28,14.865098,3,"2022-3"
6631.5,2022,5,28,15.101824,3,"2022-3"
6632,2022,5,29,15.267609,3,"2022-3"
6632.5,2022,5,29,15.348077,3,"2022-3"
6633,2022,5,30,15.334905,3,"2022-3"
6633.5,2022,5,30,15.226295,3,"2022-3"
6634,2022,5,31,15.026917,3,"2022-3"
6634.5,2022,5,31,14.747378,3,"2022-3"
6635,2022,6,1,14.403273,3,"2022-3"
6635.5,2022,6,1,14.013938,3,"2022-3"
6636,2022,6,2,13.601019,3,"2022-3"
6636.5,2022,6,2,13.187004,3,"2022-3"
6637,2022,6,3,12.793839,3,"2022-3"
6637.5,2022,6,3,12.441713,3,"2022-3"
6638,2022,6,4,12.148097,3,"2022-3"
6638.5,2022,6,4,11.927052,3,"2022-3"
6639,2022,6,5,11.788807,3,"2022-3"
6639.5,2022,6,5,11.739588,3,"2022-3"
6640,2022,6,6,11.781644,3,"2022-3"
6640.5,2022,6,6,11.913427,3,"2022-3"
6641,2022,6,7,12.129891,3,"2022-3"
6641.5,2022,6,7,12.422877,3,"2022-3"
6642,2022,6,8,12.781562,3,"2022-3"
6642.5,2022,6,8,13.192972,3,"2022-3"
6643,2022,6,9,13.642556,3,"2022-3"
6643.5,2022,6,9,14.114825,3,"2022-3"
6644,2022,6,10,14.59404,3,"2022-3"
6644.5,2022,6,10,15.064946,3,"2022-3"
6645,2022,6,11,15.513504,3,"2022-3"
6645.5,2022,6,11,15.927594,3,"2022-3"
6646,2022,6,12,16.297623,3,"2022-3"
6646.5,2022,6,12,16.616996,3,"2022-3"
6647,2022,6,13,16.882388,3,"2022-3"
6647.5,2022,6,13,17.093795,3,"2022-3"
6648,2022,6,14,17.254335,3,"2022-3"
6648.5,2022,6,14,17.369822,3,"2022-3"
6649,2022,6,15,17.448128,3,"2022-3"
6649.5,2022,6,15,17.498411,3,"2022-3"
6650,2022,6,16,17.530263,3,"2022-3"
6650.5,2022,6,16,17.552864,3,"2022-3"
6651,2022,6,17,17.574224,3,"2022-3"
6651.5,2022,6,17,17.600574,3,"2022-3"
6652,2022,6,18,17.635961,3,"2022-3"
6652.5,2022,6,18,17.682071,3,"2022-3"
6653,2022,6,19,17.738289,3,"2022-3"
6653.5,2022,6,19,17.801972,3,"2022-3"
6654,2022,6,20,17.868894,3,"2022-3"
6654.5,2022,6,20,17.933825,3,"2022-3"
6655,2022,6,21,17.991166,3,"2022-3"
6655.5,2022,6,21,18.035601,3,"2022-3"
6656,2022,6,22,18.062689,3,"2022-3"
6656.5,2022,6,22,18.06936,3,"2022-3"
6657,2022,6,23,18.054279,3,"2022-3"
6657.5,2022,6,23,18.018045,3,"2022-3"
6658,2022,6,24,17.963238,3,"2022-3"
6658.5,2022,6,24,17.894295,3,"2022-3"
6659,2022,6,25,17.817259,3,"2022-3"
6659.5,2022,6,25,17.739394,3,"2022-3"
6660,2022,6,26,17.668717,3,"2022-3"
6660.5,2022,6,26,17.613448,3,"2022-3"
6661,2022,6,27,17.581438,3,"2022-3"
6661.5,2022,6,27,17.579572,3,"2022-3"
6662,2022,6,28,17.613225,3,"2022-3"
6662.5,2022,6,28,17.685782,3,"2022-3"
6663,2022,6,29,17.798276,3,"2022-3"
6663.5,2022,6,29,17.949197,3,"2022-3"
6664,2022,6,30,18.134492,3,"2022-3"
6664.5,2022,6,30,18.347773,3,"2022-3"
6665,2022,7,1,18.58076,3,"2022-3"
6665.5,2022,7,1,18.823905,3,"2022-3"
6666,2022,7,2,19.067189,3,"2022-3"
6666.5,2022,7,2,19.300998,3,"2022-3"
6667,2022,7,3,19.517016,3,"2022-3"
6667.5,2022,7,3,19.709036,3,"2022-3"
6668,2022,7,4,19.873597,3,"2022-3"
6668.5,2022,7,4,20.010377,3,"2022-3"
6669,2022,7,5,20.122272,3,"2022-3"
6669.5,2022,7,5,20.215152,3,"2022-3"
6670,2022,7,6,20.297284,3,"2022-3"
6670.5,2022,7,6,20.378482,3,"2022-3"
6671,2022,7,7,20.46905,3,"2022-3"
6671.5,2022,7,7,20.578613,3,"2022-3"
6672,2022,7,8,20.714952,3,"2022-3"
6672.5,2022,7,8,20.882956,3,"2022-3"
6673,2022,7,9,21.083784,3,"2022-3"
6673.5,2022,7,9,21.31435,3,"2022-3"
6674,2022,7,10,21.567169,3,"2022-3"
6674.5,2022,7,10,21.830615,3,"2022-3"
6675,2022,7,11,22.089598,3,"2022-3"
6675.5,2022,7,11,22.326605,3,"2022-3"
6676,2022,7,12,22.52306,3,"2022-3"
6676.5,2022,7,12,22.660901,3,"2022-3"
6677,2022,7,13,22.724236,3,"2022-3"
6677.5,2022,7,13,22.700954,3,"2022-3"
6678,2022,7,14,22.58413,3,"2022-3"
6678.5,2022,7,14,22.37308,3,"2022-3"
6679,2022,7,15,22.073936,3,"2022-3"
6679.5,2022,7,15,21.69965,3,"2022-3"
6680,2022,7,16,21.269386,3,"2022-3"
6680.5,2022,7,16,20.807304,3,"2022-3"
6681,2022,7,17,20.340836,3,"2022-3"
6681.5,2022,7,17,19.898568,3,"2022-3"
6682,2022,7,18,19.507945,3,"2022-3"
6682.5,2022,7,18,19.193001,3,"2022-3"
6683,2022,7,19,18.972337,3,"2022-3"
6683.5,2022,7,19,18.857564,3,"2022-3"
6684,2022,7,20,18.852348,3,"2022-3"
6684.5,2022,7,20,18.952156,3,"2022-3"
6685,2022,7,21,19.144709,3,"2022-3"
6685.5,2022,7,21,19.411083,3,"2022-3"
6686,2022,7,22,19.727321,3,"2022-3"
6686.5,2022,7,22,20.066389,3,"2022-3"
6687,2022,7,23,20.400275,3,"2022-3"
6687.5,2022,7,23,20.702035,3,"2022-3"
6688,2022,7,24,20.947632,3,"2022-3"
6688.5,2022,7,24,21.11743,3,"2022-3"
6689,2022,7,25,21.19728,3,"2022-3"
6689.5,2022,7,25,21.17917,3,"2022-3"
6690,2022,7,26,21.06144,3,"2022-3"
6690.5,2022,7,26,20.848627,3,"2022-3"
6691,2022,7,27,20.550978,3,"2022-3"
6691.5,2022,7,27,20.183699,3,"2022-3"
6692,2022,7,28,19.765988,3,"2022-3"
6692.5,2022,7,28,19.319907,3,"2022-3"
6693,2022,7,29,18.869119,3,"2022-3"
6693.5,2022,7,29,18.437541,3,"2022-3"
6694,2022,7,30,18.047961,3,"2022-3"
6694.5,2022,7,30,17.720684,3,"2022-3"
6695,2022,7,31,17.472293,3,"2022-3"
6695.5,2022,7,31,17.314612,3,"2022-3"
6696,2022,8,1,17.25397,4,"2022-4"
6696.5,2022,8,1,17.290836,4,"2022-4"
6697,2022,8,2,17.419874,4,"2022-4"
6697.5,2022,8,2,17.630417,4,"2022-4"
6698,2022,8,3,17.907315,4,"2022-4"
6698.5,2022,8,3,18.232084,4,"2022-4"
6699,2022,8,4,18.584211,4,"2022-4"
6699.5,2022,8,4,18.942502,4,"2022-4"
6700,2022,8,5,19.286334,4,"2022-4"
6700.5,2022,8,5,19.59669,4,"2022-4"
6701,2022,8,6,19.856932,4,"2022-4"
6701.5,2022,8,6,20.053266,4,"2022-4"
6702,2022,8,7,20.174932,4,"2022-4"
6702.5,2022,8,7,20.214193,4,"2022-4"
6703,2022,8,8,20.166195,4,"2022-4"
6703.5,2022,8,8,20.02881,4,"2022-4"
6704,2022,8,9,19.802535,4,"2022-4"
6704.5,2022,8,9,19.49051,4,"2022-4"
6705,2022,8,10,19.098662,4,"2022-4"
6705.5,2022,8,10,18.635956,4,"2022-4"
6706,2022,8,11,18.114664,4,"2022-4"
6706.5,2022,8,11,17.550565,4,"2022-4"
6707,2022,8,12,16.962962,4,"2022-4"
6707.5,2022,8,12,16.374392,4,"2022-4"
6708,2022,8,13,15.809975,4,"2022-4"
6708.5,2022,8,13,15.296355,4,"2022-4"
6709,2022,8,14,14.860256,4,"2022-4"
6709.5,2022,8,14,14.526753,4,"2022-4"
6710,2022,8,15,14.317385,4,"2022-4"
6710.5,2022,8,15,14.248284,4,"2022-4"
6711,2022,8,16,14.328529,4,"2022-4"
6711.5,2022,8,16,14.558889,4,"2022-4"
6712,2022,8,17,14.931124,4,"2022-4"
6712.5,2022,8,17,15.427962,4,"2022-4"
6713,2022,8,18,16.023777,4,"2022-4"
6713.5,2022,8,18,16.685967,4,"2022-4"
6714,2022,8,19,17.376926,4,"2022-4"
6714.5,2022,8,19,18.05648,4,"2022-4"
6715,2022,8,20,18.684567,4,"2022-4"
6715.5,2022,8,20,19.223963,4,"2022-4"
6716,2022,8,21,19.64281,4,"2022-4"
6716.5,2022,8,21,19.916762,4,"2022-4"
6717,2022,8,22,20.03056,4,"2022-4"
6717.5,2022,8,22,19.978926,4,"2022-4"
6718,2022,8,23,19.766737,4,"2022-4"
6718.5,2022,8,23,19.408457,4,"2022-4"
6719,2022,8,24,18.92693,4,"2022-4"
6719.5,2022,8,24,18.351631,4,"2022-4"
6720,2022,8,25,17.716533,4,"2022-4"
6720.5,2022,8,25,17.057782,4,"2022-4"
6721,2022,8,26,16.411335,4,"2022-4"
6721.5,2022,8,26,15.810741,4,"2022-4"
6722,2022,8,27,15.285212,4,"2022-4"
6722.5,2022,8,27,14.858059,4,"2022-4"
6723,2022,8,28,14.545602,4,"2022-4"
6723.5,2022,8,28,14.356546,4,"2022-4"
6724,2022,8,29,14.29184,4,"2022-4"
6724.5,2022,8,29,14.344987,4,"2022-4"
6725,2022,8,30,14.502739,4,"2022-4"
6725.5,2022,8,30,14.746134,4,"2022-4"
6726,2022,8,31,15.05179,4,"2022-4"
6726.5,2022,8,31,15.393396,4,"2022-4"
6727,2022,9,1,15.743307,4,"2022-4"
6727.5,2022,9,1,16.074195,4,"2022-4"
6728,2022,9,2,16.360648,4,"2022-4"
6728.5,2022,9,2,16.58066,4,"2022-4"
6729,2022,9,3,16.716913,4,"2022-4"
6729.5,2022,9,3,16.757786,4,"2022-4"
6730,2022,9,4,16.698009,4,"2022-4"
6730.5,2022,9,4,16.538936,4,"2022-4"
6731,2022,9,5,16.288382,4,"2022-4"
6731.5,2022,9,5,15.960051,4,"2022-4"
6732,2022,9,6,15.572572,4,"2022-4"
6732.5,2022,9,6,15.148212,4,"2022-4"
6733,2022,9,7,14.711361,4,"2022-4"
6733.5,2022,9,7,14.286881,4,"2022-4"
6734,2022,9,8,13.898459,4,"2022-4"
6734.5,2022,9,8,13.567073,4,"2022-4"
6735,2022,9,9,13.30969,4,"2022-4"
6735.5,2022,9,9,13.138296,4,"2022-4"
6736,2022,9,10,13.059317,4,"2022-4"
6736.5,2022,9,10,13.073473,4,"2022-4"
6737,2022,9,11,13.176055,4,"2022-4"
6737.5,2022,9,11,13.357583,4,"2022-4"
6738,2022,9,12,13.604778,4,"2022-4"
6738.5,2022,9,12,13.901733,4,"2022-4"
6739,2022,9,13,14.231161,4,"2022-4"
6739.5,2022,9,13,14.575626,4,"2022-4"
6740,2022,9,14,14.918613,4,"2022-4"
6740.5,2022,9,14,15.245383,4,"2022-4"
6741,2022,9,15,15.543556,4,"2022-4"
6741.5,2022,9,15,15.803423,4,"2022-4"
6742,2022,9,16,16.01801,4,"2022-4"
6742.5,2022,9,16,16.182963,4,"2022-4"
6743,2022,9,17,16.296335,4,"2022-4"
6743.5,2022,9,17,16.358345,4,"2022-4"
6744,2022,9,18,16.371181,4,"2022-4"
6744.5,2022,9,18,16.338887,4,"2022-4"
6745,2022,9,19,16.267327,4,"2022-4"
6745.5,2022,9,19,16.164188,4,"2022-4"
6746,2022,9,20,16.038966,4,"2022-4"
6746.5,2022,9,20,15.902815,4,"2022-4"
6747,2022,9,21,15.768208,4,"2022-4"
6747.5,2022,9,21,15.648314,4,"2022-4"
6748,2022,9,22,15.556098,4,"2022-4"
6748.5,2022,9,22,15.50318,4,"2022-4"
6749,2022,9,23,15.498559,4,"2022-4"
6749.5,2022,9,23,15.547367,4,"2022-4"
6750,2022,9,24,15.649834,4,"2022-4"
6750.5,2022,9,24,15.800657,4,"2022-4"
6751,2022,9,25,15.988916,4,"2022-4"
6751.5,2022,9,25,16.198623,4,"2022-4"
6752,2022,9,26,16.409909,4,"2022-4"
6752.5,2022,9,26,16.600741,4,"2022-4"
6753,2022,9,27,16.749023,4,"2022-4"
6753.5,2022,9,27,16.834825,4,"2022-4"
6754,2022,9,28,16.842509,4,"2022-4"
6754.5,2022,9,28,16.762493,4,"2022-4"
6755,2022,9,29,16.592464,4,"2022-4"
6755.5,2022,9,29,16.337889,4,"2022-4"
6756,2022,9,30,16.011803,4,"2022-4"
6756.5,2022,9,30,15.633872,4,"2022-4"
6757,2022,10,1,15.228857,4,"2022-4"
6757.5,2022,10,1,14.824631,4,"2022-4"
6758,2022,10,2,14.44993,4,"2022-4"
6758.5,2022,10,2,14.132056,4,"2022-4"
6759,2022,10,3,13.894713,4,"2022-4"
6759.5,2022,10,3,13.756174,4,"2022-4"
6760,2022,10,4,13.727897,4,"2022-4"
6760.5,2022,10,4,13.81372,4,"2022-4"
6761,2022,10,5,14.009664,4,"2022-4"
6761.5,2022,10,5,14.304359,4,"2022-4"
6762,2022,10,6,14.680032,4,"2022-4"
6762.5,2022,10,6,15.11396,4,"2022-4"
6763,2022,10,7,15.580247,4,"2022-4"
6763.5,2022,10,7,16.051777,4,"2022-4"
6764,2022,10,8,16.502156,4,"2022-4"
6764.5,2022,10,8,16.9075,4,"2022-4"
6765,2022,10,9,17.247924,4,"2022-4"
6765.5,2022,10,9,17.508635,4,"2022-4"
6766,2022,10,10,17.68057,4,"2022-4"
6766.5,2022,10,10,17.760571,4,"2022-4"
6767,2022,10,11,17.751127,4,"2022-4"
6767.5,2022,10,11,17.659737,4,"2022-4"
6768,2022,10,12,17.497999,4,"2022-4"
6768.5,2022,10,12,17.280497,4,"2022-4"
6769,2022,10,13,17.023598,4,"2022-4"
6769.5,2022,10,13,16.744246,4,"2022-4"
6770,2022,10,14,16.45883,4,"2022-4"
6770.5,2022,10,14,16.182184,4,"2022-4"
6771,2022,10,15,15.926791,4,"2022-4"
6771.5,2022,10,15,15.70221,4,"2022-4"
6772,2022,10,16,15.514769,4,"2022-4"
6772.5,2022,10,16,15.367519,4,"2022-4"
6773,2022,10,17,15.260449,4,"2022-4"
6773.5,2022,10,17,15.190911,4,"2022-4"
6774,2022,10,18,15.154229,4,"2022-4"
6774.5,2022,10,18,15.144389,4,"2022-4"
6775,2022,10,19,15.154768,4,"2022-4"
6775.5,2022,10,19,15.178793,4,"2022-4"
6776,2022,10,20,15.210494,4,"2022-4"
6776.5,2022,10,20,15.244883,4,"2022-4"
6777,2022,10,21,15.278152,4,"2022-4"
6777.5,2022,10,21,15.307682,4,"2022-4"
6778,2022,10,22,15.331906,4,"2022-4"
6778.5,2022,10,22,15.350054,4,"2022-4"
6779,2022,10,23,15.361862,4,"2022-4"
6779.5,2022,10,23,15.367293,4,"2022-4"
6780,2022,10,24,15.366348,4,"2022-4"
6780.5,2022,10,24,15.359002,4,"2022-4"
6781,2022,10,25,15.345307,4,"2022-4"
6781.5,2022,10,25,15.325635,4,"2022-4"
6782,2022,10,26,15.301045,4,"2022-4"
6782.5,2022,10,26,15.273697,4,"2022-4"
6783,2022,10,27,15.247214,4,"2022-4"
6783.5,2022,10,27,15.226903,4,"2022-4"
6784,2022,10,28,15.219743,4,"2022-4"
6784.5,2022,10,28,15.234061,4,"2022-4"
6785,2022,10,29,15.278877,4,"2022-4"
6785.5,2022,10,29,15.362957,4,"2022-4"
6786,2022,10,30,15.493629,4,"2022-4"
6786.5,2022,10,30,15.675525,4,"2022-4"
6787,2022,10,31,15.909383,4,"2022-4"
6787.5,2022,10,31,16.191111,4,"2022-4"
6788,2022,11,1,16.511275,4,"2022-4"
6788.5,2022,11,1,16.855134,4,"2022-4"
6789,2022,11,2,17.203313,4,"2022-4"
6789.5,2022,11,2,17.533106,4,"2022-4"
6790,2022,11,3,17.820335,4,"2022-4"
6790.5,2022,11,3,18.041613,4,"2022-4"
6791,2022,11,4,18.176781,4,"2022-4"
6791.5,2022,11,4,18.211266,4,"2022-4"
6792,2022,11,5,18.138061,4,"2022-4"
6792.5,2022,11,5,17.959098,4,"2022-4"
6793,2022,11,6,17.685765,4,"2022-4"
6793.5,2022,11,6,17.338483,4,"2022-4"
6794,2022,11,7,16.945297,4,"2022-4"
6794.5,2022,11,7,16.539599,4,"2022-4"
6795,2022,11,8,16.157183,4,"2022-4"
6795.5,2022,11,8,15.832958,4,"2022-4"
6796,2022,11,9,15.597659,4,"2022-4"
6796.5,2022,11,9,15.47496,4,"2022-4"
6797,2022,11,10,15.479309,4,"2022-4"
6797.5,2022,11,10,15.614739,4,"2022-4"
6798,2022,11,11,15.874784,4,"2022-4"
6798.5,2022,11,11,16.243491,4,"2022-4"
6799,2022,11,12,16.697358,4,"2022-4"
6799.5,2022,11,12,17.207958,4,"2022-4"
6800,2022,11,13,17.744898,4,"2022-4"
6800.5,2022,11,13,18.278749,4,"2022-4"
6801,2022,11,14,18.783635,4,"2022-4"
6801.5,2022,11,14,19.239172,4,"2022-4"
6802,2022,11,15,19.631621,4,"2022-4"
